v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
312,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
717,2026,2026,E12000008,South East,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
2,2026,2026,E12000001,North East,week-12,Week 12,all,All,0-1,0-1,occurrences,Occurrences
220,2026,2026,E12000002,North West,week-12,Week 12,all,All,85-89,85-89,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,female,Female,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,female,Female,20-24,20-24,occurrences,Occurrences
86,2026,2026,E12000002,North West,week-12,Week 12,male,Male,85-89,85-89,occurrences,Occurrences
168,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-12,Week 12,female,Female,20-24,20-24,occurrences,Occurrences
594,2026,2026,E92000001,England,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
7,2026,2026,E92000001,England,week-12,Week 12,male,Male,20-24,20-24,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,20-24,20-24,occurrences,Occurrences
13,2026,2026,E92000001,England,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
49,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
106,2026,2026,E12000008,South East,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
5,2026,2026,E92000001,England,week-12,Week 12,female,Female,25-29,25-29,occurrences,Occurrences
2,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,25-29,25-29,occurrences,Occurrences
3,2026,2026,E12000002,North West,week-12,Week 12,all,All,30-34,30-34,occurrences,Occurrences
91,2026,2026,E12000006,East of England,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,male,Male,30-34,30-34,occurrences,Occurrences
396,2026,2026,E92000001,England,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
21,2026,2026,E12000002,North West,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
2,2026,2026,W92000004,Wales,week-12,Week 12,all,All,35-39,35-39,occurrences,Occurrences
73,2026,2026,E12000001,North East,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
803,2026,2026,E92000001,England,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
1034,2026,2026,E12000006,East of England,week-12,Week 12,all,All,all-ages,All ages,occurrences,Occurrences
40,2026,2026,E12000001,North East,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
932,2026,2026,E12000007,London,week-12,Week 12,all,All,all-ages,All ages,occurrences,Occurrences
558,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
73,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,all,All,0-1,0-1,occurrences,Occurrences
51,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
25,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
2,2026,2026,E12000007,London,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,1-4,1-4,occurrences,Occurrences
36,2026,2026,E12000007,London,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
28,2026,2026,E12000007,London,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
1,2026,2026,E12000007,London,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,male,Male,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,female,Female,15-19,15-19,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,15-19,15-19,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-12,Week 12,male,Male,15-19,15-19,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-12,Week 12,male,Male,20-24,20-24,occurrences,Occurrences
3,2026,2026,E12000002,North West,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
3,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
46,2026,2026,E12000008,South East,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
20,2026,2026,E12000008,South East,week-12,Week 12,female,Female,100+,100+,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,100+,100+,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,100+,100+,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,female,Female,25-29,25-29,occurrences,Occurrences
8,2026,2026,E92000001,England,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
2,2026,2026,E12000007,London,week-12,Week 12,all,All,30-34,30-34,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-12,Week 12,female,Female,30-34,30-34,occurrences,Occurrences
2,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,30-34,30-34,occurrences,Occurrences
2,2026,2026,W92000004,Wales,week-11,Week 11,all,All,15-19,15-19,registrations,Registrations
87,2026,2026,E12000002,North West,week-11,Week 11,all,All,65-69,65-69,registrations,Registrations
2,2026,2026,E12000005,West Midlands,week-11,Week 11,all,All,15-19,15-19,registrations,Registrations
269,2026,2026,E92000001,England,week-11,Week 11,female,Female,65-69,65-69,registrations,Registrations
2,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,15-19,15-19,registrations,Registrations
2,2026,2026,E12000004,East Midlands,week-11,Week 11,female,Female,15-19,15-19,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,15-19,15-19,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-11,Week 11,male,Male,15-19,15-19,registrations,Registrations
21,2026,2026,E12000001,North East,week-11,Week 11,female,Female,65-69,65-69,registrations,Registrations
49,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,male,Male,65-69,65-69,registrations,Registrations
0,2026,2026,E12000006,East of England,week-11,Week 11,male,Male,15-19,15-19,registrations,Registrations
0,2026,2026,E12000007,London,week-11,Week 11,male,Male,15-19,15-19,registrations,Registrations
115,2026,2026,E12000005,West Midlands,week-11,Week 11,all,All,70-74,70-74,registrations,Registrations
0,2026,2026,E12000002,North West,week-11,Week 11,female,Female,20-24,20-24,registrations,Registrations
0,2026,2026,E12000006,East of England,week-11,Week 11,female,Female,20-24,20-24,registrations,Registrations
2,2026,2026,E12000008,South East,week-11,Week 11,all,All,25-29,25-29,registrations,Registrations
95,2026,2026,E12000009,South West,week-11,Week 11,all,All,70-74,70-74,registrations,Registrations
0,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,25-29,25-29,registrations,Registrations
23,2026,2026,E12000001,North East,week-11,Week 11,male,Male,70-74,70-74,registrations,Registrations
2,2026,2026,E12000005,West Midlands,week-11,Week 11,male,Male,25-29,25-29,registrations,Registrations
210,2026,2026,E12000002,North West,week-11,Week 11,all,All,75-79,75-79,registrations,Registrations
1261,2026,2026,E12000006,East of England,week-11,Week 11,all,All,all-ages,All ages,registrations,Registrations
194,2026,2026,E12000004,East Midlands,week-11,Week 11,all,All,85-89,85-89,registrations,Registrations
937,2026,2026,E12000007,London,week-11,Week 11,all,All,all-ages,All ages,registrations,Registrations
48,2026,2026,W92000004,Wales,week-11,Week 11,male,Male,85-89,85-89,registrations,Registrations
1735,2026,2026,E12000008,South East,week-11,Week 11,all,All,all-ages,All ages,registrations,Registrations
223,2026,2026,E12000006,East of England,week-11,Week 11,all,All,90-94,90-94,registrations,Registrations
117,2026,2026,E12000007,London,week-11,Week 11,all,All,90-94,90-94,registrations,Registrations
277,2026,2026,E12000008,South East,week-11,Week 11,all,All,90-94,90-94,registrations,Registrations
39,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,90-94,90-94,registrations,Registrations
574,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,female,Female,all-ages,All ages,registrations,Registrations
558,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,all-ages,All ages,registrations,Registrations
120,2026,2026,E12000002,North West,week-11,Week 11,female,Female,90-94,90-94,registrations,Registrations
4,2026,2026,E12000004,East Midlands,week-11,Week 11,female,Female,0-1,0-1,registrations,Registrations
94,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,90-94,90-94,registrations,Registrations
50,2026,2026,E12000007,London,week-11,Week 11,male,Male,90-94,90-94,registrations,Registrations
40,2026,2026,E12000008,South East,week-11,Week 11,male,Male,95-99,95-99,registrations,Registrations
1,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,male,Male,1-4,1-4,registrations,Registrations
127,2026,2026,E92000001,England,week-11,Week 11,all,All,100+,100+,registrations,Registrations
1,2026,2026,E92000001,England,week-11,Week 11,all,All,5-9,5-9,registrations,Registrations
0,2026,2026,E12000006,East of England,week-11,Week 11,all,All,5-9,5-9,registrations,Registrations
0,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,5-9,5-9,registrations,Registrations
0,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,5-9,5-9,registrations,Registrations
0,2026,2026,E12000001,North East,week-11,Week 11,all,All,10-14,10-14,registrations,Registrations
18,2026,2026,E12000009,South West,week-11,Week 11,male,Male,50-54,50-54,registrations,Registrations
15,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,55-59,55-59,registrations,Registrations
52,2026,2026,E12000009,South West,week-11,Week 11,all,All,60-64,60-64,registrations,Registrations
183,2026,2026,E92000001,England,week-11,Week 11,female,Female,60-64,60-64,registrations,Registrations
24,2026,2026,E12000002,North West,week-11,Week 11,female,Female,60-64,60-64,registrations,Registrations
25,2026,2026,E12000007,London,week-11,Week 11,female,Female,60-64,60-64,registrations,Registrations
83,2026,2026,E12000006,East of England,week-11,Week 11,all,All,65-69,65-69,registrations,Registrations
54,2026,2026,E12000006,East of England,week-11,Week 11,male,Male,65-69,65-69,registrations,Registrations
874,2026,2026,E92000001,England,week-11,Week 11,all,All,70-74,70-74,registrations,Registrations
47,2026,2026,E12000008,South East,week-11,Week 11,female,Female,70-74,70-74,registrations,Registrations
48,2026,2026,E12000007,London,week-11,Week 11,male,Male,70-74,70-74,registrations,Registrations
82,2026,2026,E12000006,East of England,week-11,Week 11,female,Female,75-79,75-79,registrations,Registrations
101,2026,2026,E12000006,East of England,week-11,Week 11,male,Male,75-79,75-79,registrations,Registrations
50,2026,2026,E12000007,London,week-11,Week 11,male,Male,75-79,75-79,registrations,Registrations
296,2026,2026,E12000008,South East,week-11,Week 11,all,All,80-84,80-84,registrations,Registrations
1955,2026,2026,E92000001,England,week-11,Week 11,all,All,85-89,85-89,registrations,Registrations
6,2026,2026,E12000006,East of England,week-11,Week 11,female,Female,40-44,40-44,registrations,Registrations
133,2026,2026,E92000001,England,week-11,Week 11,all,All,45-49,45-49,registrations,Registrations
18,2026,2026,E12000008,South East,week-11,Week 11,all,All,45-49,45-49,registrations,Registrations
10,2026,2026,E12000002,North West,week-11,Week 11,female,Female,45-49,45-49,registrations,Registrations
8,2026,2026,E12000009,South West,week-11,Week 11,female,Female,45-49,45-49,registrations,Registrations
10,2026,2026,E12000008,South East,week-11,Week 11,male,Male,45-49,45-49,registrations,Registrations
33,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,all,All,50-54,50-54,registrations,Registrations
7,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,50-54,50-54,registrations,Registrations
12,2026,2026,E12000002,North West,week-11,Week 11,female,Female,50-54,50-54,registrations,Registrations
21,2026,2026,E12000001,North East,week-11,Week 11,all,All,55-59,55-59,registrations,Registrations
38,2026,2026,E12000007,London,week-11,Week 11,all,All,55-59,55-59,registrations,Registrations
479,2026,2026,E92000001,England,week-11,Week 11,all,All,60-64,60-64,registrations,Registrations
47,2026,2026,W92000004,Wales,week-11,Week 11,all,All,60-64,60-64,registrations,Registrations
26,2026,2026,E12000001,North East,week-11,Week 11,all,All,60-64,60-64,registrations,Registrations
15,2026,2026,E12000002,North West,week-11,Week 11,all,All,100+,100+,registrations,Registrations
13,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,female,Female,100+,100+,registrations,Registrations
12,2026,2026,E12000004,East Midlands,week-11,Week 11,female,Female,100+,100+,registrations,Registrations
1,2026,2026,E12000001,North East,week-11,Week 11,male,Male,100+,100+,registrations,Registrations
0,2026,2026,E12000009,South West,week-11,Week 11,female,Female,25-29,25-29,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-11,Week 11,male,Male,25-29,25-29,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-11,Week 11,male,Male,25-29,25-29,occurrences,Occurrences
7,2026,2026,E92000001,England,week-11,Week 11,female,Female,30-34,30-34,occurrences,Occurrences
0,2026,2026,E12000007,London,week-11,Week 11,female,Female,30-34,30-34,occurrences,Occurrences
3,2026,2026,E12000001,North East,week-11,Week 11,male,Male,30-34,30-34,occurrences,Occurrences
28,2026,2026,E92000001,England,week-11,Week 11,all,All,35-39,35-39,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-11,Week 11,all,All,35-39,35-39,occurrences,Occurrences
6,2026,2026,E12000004,East Midlands,week-11,Week 11,all,All,35-39,35-39,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-11,Week 11,female,Female,35-39,35-39,occurrences,Occurrences
1,2026,2026,E12000002,North West,week-11,Week 11,male,Male,35-39,35-39,occurrences,Occurrences
12,2026,2026,E12000003,Yorkshire and The Humber,week-11,Week 11,all,All,40-44,40-44,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-11,Week 11,female,Female,40-44,40-44,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-11,Week 11,male,Male,40-44,40-44,occurrences,Occurrences
3,2026,2026,E12000006,East of England,week-11,Week 11,female,Female,45-49,45-49,occurrences,Occurrences
902,2026,2026,E12000004,East Midlands,week-11,Week 11,all,All,all-ages,All ages,occurrences,Occurrences
4657,2026,2026,E92000001,England,week-11,Week 11,male,Male,all-ages,All ages,occurrences,Occurrences
1,2026,2026,E12000009,South West,week-11,Week 11,all,All,0-1,0-1,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-11,Week 11,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-11,Week 11,all,All,1-4,1-4,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-11,Week 11,male,Male,1-4,1-4,occurrences,Occurrences
1,2026,2026,E12000007,London,week-11,Week 11,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-11,Week 11,male,Male,1-4,1-4,occurrences,Occurrences
1,2026,2026,E92000001,England,week-11,Week 11,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-11,Week 11,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-11,Week 11,male,Male,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-11,Week 11,all,All,10-14,10-14,occurrences,Occurrences
1190,2026,2026,E12000009,South West,week-11,Week 11,all,All,all-ages,All ages,registrations,Registrations
574,2026,2026,E12000009,South West,week-11,Week 11,female,Female,all-ages,All ages,registrations,Registrations
7,2026,2026,E12000009,South West,week-11,Week 11,all,All,0-1,0-1,registrations,Registrations
3,2026,2026,E12000006,East of England,week-11,Week 11,female,Female,0-1,0-1,registrations,Registrations
2,2026,2026,E12000004,East Midlands,week-11,Week 11,male,Male,0-1,0-1,registrations,Registrations
12,2026,2026,E92000001,England,week-11,Week 11,all,All,1-4,1-4,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-11,Week 11,all,All,1-4,1-4,registrations,Registrations
1,2026,2026,E12000009,South West,week-11,Week 11,all,All,1-4,1-4,registrations,Registrations
0,2026,2026,E12000006,East of England,week-11,Week 11,male,Male,1-4,1-4,registrations,Registrations
0,2026,2026,E12000009,South West,week-11,Week 11,male,Male,1-4,1-4,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-11,Week 11,all,All,5-9,5-9,registrations,Registrations
0,2026,2026,E12000009,South West,week-11,Week 11,all,All,5-9,5-9,registrations,Registrations
0,2026,2026,E12000001,North East,week-11,Week 11,male,Male,5-9,5-9,registrations,Registrations
1,2026,2026,E12000007,London,week-11,Week 11,female,Female,10-14,10-14,registrations,Registrations
0,2026,2026,E12000008,South East,week-11,Week 11,female,Female,10-14,10-14,registrations,Registrations
0,2026,2026,W92000004,Wales,week-11,Week 11,male,Male,10-14,10-14,registrations,Registrations
